event_id,operator,operator_normalized,sub_brand,venue_id,institution,venue_name_as_written,event_type,event_date,date_precision,first_outsourcing,contract_value_usd,contract_length_years,losing_bidders,source_publication,source_date,source_title,source_file,extraction_confidence,needs_review,notes,extras
ev_6beccbcecdd23ea5,SodexoMagic,Sodexo,sodexomagic,wd-Q603034,Drexel University,Drexel University,lost,2016-12-11,exact,,,,,|TCA Regional News; Chicago |,2016-10-31,BRIEF: Aramark picks up Drexel dining services contract,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.93,False,Drexel issued a termination letter to SodexoMagic in September 2016. SodexoMagic filed a federal lawsuit alleging Drexel misrepresented expected student body growth during contract negotiations. SodexoMagic LLC is a joint venture of Magic Johnson Enterprises and Sodexo.,
ev_cbf723b1238b2101,Aramark,Aramark,,wd-Q603034,Drexel University,Drexel University,won,2016-12-11,exact,,,,,|University Wire; Carlsbad |,2016-10-28,Aramark to replace SodexoMagic as food service provider,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.95,False,"Aramark replacing SodexoMagic effective Dec. 11, 2016. Announced by university president.","{""union"": ""Teamsters Union Local No. 115""}"
ev_5ff1a8e1a957888c,SodexoMagic,Sodexo,sodexomagic,wd-Q603034,Drexel University,Drexel University,lost,2016-09-20,exact,,,21,,|University Wire; Carlsbad |,2016-10-28,Aramark to replace SodexoMagic as food service provider,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.93,False,"Drexel terminated its contract with SodexoMagic on Sept. 20, 2016, ending a 21-year partnership.","{""partnership_duration_years"": 21}"
ev_7014048379e7d06f,Aramark,Aramark,,,Vassar College,Vassar,lost,2017-09-01,month,,,,,|University Wire; Carlsbad |,2016-10-26,Harvard strikes model effective path to staff compensation,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,"No matching venue_id for Vassar College dining services. Article states Vassar 'will be switching its food service provider starting in Fall 2017 from Aramark to Bon Appétit.' This is reported as a decided fact, not a pending decision. Used September 1 for 'Fall 2017'.",
ev_01152f2742c53669,Bon Appétit,Compass,Bon Appétit,,Vassar College,Vassar,won,2017-09-01,month,,,,,|University Wire; Carlsbad |,2016-10-26,Harvard strikes model effective path to staff compensation,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,"No matching venue_id for Vassar College dining services. Article states Vassar 'will be switching its food service provider starting in Fall 2017 from Aramark to Bon Appétit.' Reported as decided. Article also mentions Bon Appétit's management starting with end date of union contract June 30, 2018 referenced as 'the end of the first year of Bon Appétit's management here.'",
ev_09c088f6f5d38aaf,Aramark,Aramark,,,University of Chicago,University of Chicago,lost,2016-09-01,month,,,,,|University Wire; Carlsbad |,2016-10-26,Harvard strikes model effective path to staff compensation,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.7,True,No matching venue_id for University of Chicago dining. Article says UChicago 'made the same switch from Aramark to Bon Appétit starting this school year' (2016-17). Date inferred as Fall 2016.,
ev_002f8e6005d37fe7,Bon Appétit,Compass,Bon Appétit,,University of Chicago,University of Chicago,won,2016-09-01,month,,,,,|University Wire; Carlsbad |,2016-10-26,Harvard strikes model effective path to staff compensation,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.7,True,No matching venue_id for University of Chicago dining. Article says UChicago 'made the same switch from Aramark to Bon Appétit starting this school year' (2016-17). Date inferred as Fall 2016.,
ev_f25f370c0ad0be83,Harvard University Dining Services,Harvard University Dining Services,,,Harvard University,Harvard,strike,2016-10-01,month,,,,,|University Wire; Carlsbad |,2016-10-26,Harvard strikes model effective path to staff compensation,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.65,True,"No matching venue_id. Harvard dining (HUDS) appears to be self-operated by the university, not an outsourced contractor. The strike by Unite Here Local 26 is reported as ongoing for three weeks as of article date. HUDS workers are university employees represented by a union. This is a labor action at a self-operated dining service, which may not fit the typical venue-contractor model tracked in this dataset.","{""union"": ""Unite Here Local 26""}"
ev_ca3c544be6203886,Aramark,Aramark,,,Temple University,Temple,won,2017-07-01,exact,,,15,,|University Wire; Carlsbad |,2016-10-25,"Aramark contract to add retailers, affect old ones",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.92,True,"No candidate venue for Temple University. Article states contract signed, effective July 1, 2017. Temple is distinct from Drexel.","{""incumbent"": ""Sodexo"", ""incumbent_tenure_years"": 28}"
ev_aeaae025458e9c71,Sodexo,Sodexo,,,Temple University,Temple,lost,2017-06-30,exact,,,,,|University Wire; Carlsbad |,2016-10-25,"Aramark contract to add retailers, affect old ones",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.92,True,"No candidate venue for Temple University. Sodexo's contract ends June 30, 2017 after 28 years of service.","{""tenure_years"": 28}"
ev_eb06480d77146771,Sodexo,Sodexo,,wd-Q603034,Drexel University,Drexel,lost,2016-12-10,exact,,,,,|University Wire; Carlsbad |,2016-10-25,"Aramark contract to add retailers, affect old ones",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.88,False,"Article states Sodexo's contract terminated effective December 10, 2016, ending a 21-year partnership. No successor officially named yet; Aramark only hinted at, not confirmed.","{""tenure_years"": 21}"
ev_0846e9280e833e5a,Aramark Correctional Services,Aramark Correctional Services,,,,Michigan,violation,,approx,,145000000,3,,"|Kennebec Journal; Augusta, Me. |",2016-10-25,LePage's move to privatize common,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.4,True,"Article mentions Michigan terminated a $145M contract with Aramark Correctional Services for feeding state prisoners due to lack of cleanliness, unapproved menu substitutions, etc. This is a state prison system, not a stadium/arena/convention center. No matching venue in candidate list. This is a correctional facility contract, not a sports/entertainment venue, so likely out of scope for this tracker.",
ev_a2fe2aa2e307ca2c,Aramark Correctional Services,Aramark Correctional Services,,,State of Michigan,Michigan,violation,,approx,,145000000,3,,"|Morning Sentinel; Waterville, Me. |",2016-10-25,LePage's move to privatize common,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.75,True,"Article mentions Michigan terminated a 3-year $145M contract with Aramark Correctional Services after scrutiny for lack of cleanliness, unapproved menu substitutions and other issues. This is a state prison food service contract, not a stadium/arena/convention center. No matching venue in candidate list. The article says termination was in 2014, about a year after the company was hired. This is a prison food contract, likely outside scope of stadium/arena tracking.","{""context"": ""state prison food service contract, not a sports/entertainment venue""}"
ev_e3f304b01ecabdf4,Sodexo,Sodexo,,,University of Maine System,University of Maine System,won,2016-01-01,year,,,,,"|Portland Press Herald; Portland, Me. |",2016-10-23,Notes from the farm to table and sustainable world,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,"Article says 'Earlier this year, the University of Maine System awarded its new dining service contract to Sodexo.' No candidate venue matched. Date is approximate — 'earlier this year' relative to Oct 2016 publication. This covers UMaine System campuses broadly, not a single venue.","{""local_sourcing_commitment"": ""25 to 30 percent""}"
ev_a6774d5494232339,Aramark,Aramark,,,University of Maine System,University of Maine System,lost,2016-01-01,year,,,,,"|Portland Press Herald; Portland, Me. |",2016-10-23,Notes from the farm to table and sustainable world,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,"Article says 'previously, Aramark held the contract' — lost to Sodexo earlier in 2016. No candidate venue matched. Date is approximate.",
ev_66dd1c7bd79cd51c,SodexoMagic,Sodexo,SodexoMagic,wd-Q603034,Drexel University,Drexel University,expired,2016-12-01,month,,,21,,|University Wire; Carlsbad |,2016-10-21,What a Dragon can learn from an Owl,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,"Article says Drexel cancelled its contract with SodexoMagic on Sept. 20, to conclude 'this December'. No successor announced yet; Aramark is rumored but not confirmed. Using 'expired' because the contract is ending with no successor named in the article. The 21-year partnership implies the contract began circa 1995. Date precision is month since only 'this December' is stated.","{""rumored_successor"": ""Aramark"", ""cancellation_date"": ""2016-09-20""}"
ev_cec500d8fc1a792d,SodexoMagic,Sodexo,SodexoMagic,,Temple University,Temple University,lost,2017-07-01,exact,,,28,,|University Wire; Carlsbad |,2016-10-21,What a Dragon can learn from an Owl,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.9,True,"No candidate venue for Temple University. SodexoMagic's contract not renewed; Aramark takes over July 1, 2017. 28-year partnership implies SodexoMagic contract began circa 1989.",
ev_63eb07056ee90224,Aramark,Aramark,,,Temple University,Temple University,won,2017-07-01,exact,,,15,,|University Wire; Carlsbad |,2016-10-21,What a Dragon can learn from an Owl,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.92,True,"No candidate venue for Temple University. 15-year contract with Aramark to go into effect July 1, 2017, replacing SodexoMagic.",
ev_460833386e6ebe56,Aramark,Aramark,,,Temple University,Temple,won,2017-07-01,exact,,,,,|University Wire; Carlsbad |,2016-10-18,Aramark slated to replace Sodexo,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.9,True,"No candidate venue matches Temple University dining services. The article mentions 'Diamond Dollars' (a campus currency) not a venue called 'The Diamond'. Contract announced as decided, starting July 1, 2017. Sodexo held the contract for 28 years prior.","{""incumbent"": ""Sodexo"", ""incumbent_tenure_years"": 28, ""union"": ""Local 274, Workers United, Philadelphia Joint Board"", ""unionized_workers"": 400, ""selection_committee_size"": 26}"
ev_03a0d8daf6924d03,Sodexo,Sodexo,,,Temple University,Temple,lost,2017-07-01,exact,,,,,|University Wire; Carlsbad |,2016-10-18,Aramark slated to replace Sodexo,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.9,True,"No candidate venue matches Temple University dining services. Sodexo held the contract for 28 years (~1989-2017). Replaced by Aramark effective July 1, 2017.","{""tenure_years"": 28}"
ev_924fecd73196c315,Bon Appétit,Compass,bon appétit,,University of Chicago,UChicago Dining,won,,approx,,,,,|University Wire; Carlsbad |,2016-10-18,"BSD, Stuart Cafés Close",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.75,True,"Article says Bon Appétit acquired the role of food service provider through an RFP process. No specific date given for when the contract started; article published 2016-10-18. No candidate venue matched. Staff were previously Aramark employees, indicating Aramark was the incumbent.","{""named_incumbent"": ""Aramark""}"
ev_ff26d56dfddeff9b,Aramark,Aramark,,,University of Chicago,UChicago Dining,lost,,approx,,,,,|University Wire; Carlsbad |,2016-10-18,"BSD, Stuart Cafés Close",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.75,True,"Article states staff were 'previously Aramark employees' who were given the option to work for Bon Appétit, indicating Aramark lost the food service contract to Bon Appétit. No specific date given. No candidate venue matched.",
ev_972e3d50f5b5c142,Aramark Healthcare Services,Aramark Healthcare Services,,,Lafayette General Medical Center,Lafayette General Medical Center,lost,2016-12-12,exact,,,,,"|The Daily Advertiser; Lafayette, La. |",2016-10-15,Aramark to lay off 243; rehires possible,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.9,True,"No candidate venue matched. This is a hospital (Lafayette General Medical Center), not a stadium/arena/convention center. The contract is for environmental/custodial services, not food service. The article states the contract ends Dec. 12, 2016, and Lafayette General is bringing those services back in-house.","{""service_type"": ""environmental services (custodial, housekeeping, floor technicians)"", ""employees_affected"": 243}"
ev_359cdd6828afe3ce,Lafayette General Medical Center,Lafayette General Medical Center,,,Lafayette General Medical Center,Lafayette General Medical Center,self_op,2016-12-12,exact,,,,,"|The Daily Advertiser; Lafayette, La. |",2016-10-15,Aramark to lay off 243; rehires possible,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,"No candidate venue matched. This is a hospital returning environmental/custodial services in-house, not a food-service contract at a stadium/arena/convention center. The hospital says it hopes for a 'seamless transition' to returning these jobs in-house. Reviewer should determine if this is in scope.","{""service_type"": ""environmental services (custodial, housekeeping, floor technicians)""}"
ev_419a3fbf2ca42545,Aramark Healthcare Services,Aramark Healthcare Services,,,,Lafayette Medical Center,expired,2016-12-12,exact,,,,,"|US Fed News Service, Including US State News; Washington, D.C. |",2016-10-15,ARAMARK HEALTHCARE SERVICES ISSUES WORKER ADJUSTMENT AND RETRAINING NOTIFICATION IN LAFAYETTE,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.9,True,"No venue_id match — Lafayette Medical Center is a hospital, not in our venue list. The article states the hospital did not renew the contract and Aramark will cease operations on 2016-12-12. Classified as 'expired' since the contract was not renewed and no successor operator is named. This is a healthcare facility, not a stadium/arena/convention center, so may be out of scope.","{""employees_affected"": 243, ""warn_notice"": true, ""location"": ""Lafayette, LA""}"
ev_b820fc3a668226b8,Aramark,Aramark,,,Temple University,Temple University,won,2016-07-01,exact,,,15,"[""Sodexo Inc.""]",|MENA Report; Camden |,2016-10-14,United States : Temple University offers 15-year dining services deal,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.88,True,"No candidate venue matches Temple University; venue_id set to null. Article says contract begins 1st July (2016 implied). Board of trustees approved selection. Four unnamed rivals plus Sodexo. Details of proposal not yet finalized at time of article but board approval is reported as decided. Article says 'after a final deal is reached' suggesting terms not fully finalized, but board selection is reported as fact.","{""incumbent"": ""Sodexo Inc."", ""incumbent_tenure_years"": 28, ""num_losing_bidders"": 4, ""selection_process"": ""year-long assessment involving 20+ students, faculty, and staff""}"
ev_476d0140c9de2f23,Sodexo Inc.,Sodexo,,,Temple University,Temple University,lost,2016-07-01,exact,,,,,|MENA Report; Camden |,2016-10-14,United States : Temple University offers 15-year dining services deal,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,No candidate venue matches Temple University; venue_id set to null. Sodexo Inc. was incumbent on campus for 28 years. Lost contract to Aramark effective 1st July 2016.,"{""tenure_years"": 28}"
ev_e50cf904efe27803,Aramark,Aramark,,,Temple University,Temple University,won,2017-07-01,exact,,,15,,"|US Fed News Service, Including US State News; Washington, D.C. |",2016-10-12,TEMPLE ANNOUNCES DINING-SERVICES AGREEMENT WITH ARAMARK,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.95,True,"No candidate venue matched. Temple University dining services contract approved by Board of Trustees on Oct 11, 2016, effective July 1, 2017. Article implies current food-service employees are not Aramark, suggesting a switch from another operator, but the incumbent is not named so no 'lost' event emitted.","{""contract_effective_date"": ""2017-07-01"", ""board_approval_date"": ""2016-10-11"", ""unnamed_incumbent"": true}"
ev_1a353a09bbc49880,Aramark,Aramark,,,Lafayette General Health,Lafayette General Health,self_op,2016-12-12,exact,,,,,"|The Daily Advertiser; Lafayette, La. |",2016-10-11,Hospital ending valet parking to cut expenses,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,"Article reports Lafayette General Health transitioning its outsourced Environmental Services Department (EVS) back in-house on Dec. 12, 2016, ending an Aramark EVS contract. This is environmental services, not food-service concessions, but it is an outsourced services contract being brought in-house. No candidate venue matches a hospital; venue_id set to null. Reviewer should confirm whether EVS contracts are in scope for this dataset.","{""service_type"": ""Environmental Services (EVS)"", ""incumbent_operator"": ""Aramark"", ""context"": ""Health system bringing outsourced EVS back under system umbrella; current Aramark EVS employees offered first opportunity to apply with LGH""}"
ev_bc749ab7924913cc,Aramark,Aramark,,,Temple University,Temple University,won,2016-10-11,exact,,,15,,|University Wire; Carlsbad |,2016-10-11,"Englert to continue as president, Board says",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.9,True,"No matching venue_id in candidates. Article says Aramark was approved by the Board of Trustees to become Temple University's main food service provider on a 15-year contract. The venue is Temple University's campus dining, not a stadium/arena. Needs review for venue matching.",
ev_ec60d67dd3be98e5,Sodexo,Sodexo,,,Temple University,Temple University,lost,2017-07-01,exact,,,,,|University Wire; Carlsbad |,2016-10-11,"Englert to continue as president, Board says",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,No matching venue_id in candidates. Sodexo had been Temple's food provider for 28 years with contract set to expire July 1 (2017). Replaced by Aramark. Needs review for venue matching.,"{""incumbent_tenure_years"": 28}"
ev_533e8e79627058b1,Aramark,Aramark,,,Temple University,Temple University,won,2017-07-01,exact,,,15,"[""Sodexo Inc.""]",|TCA Regional News; Chicago |,2016-10-11,BRIEF: Aramark wins Temple food service contract,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.92,True,"No venue_id matched. The contract starts July 1 — since the article is from Oct 2016, that likely means July 1, 2017. Board of trustees approved selection. Four competitors total but only Sodexo is named. This is a university dining services contract, not necessarily a stadium/arena concession.","{""total_competitors"": 5, ""named_losing_bidders_note"": ""Only Sodexo Inc. named; 4 unnamed competitors""}"
ev_031fc2394d4f02ae,Sodexo Inc.,Sodexo,,,Temple University,Temple University,lost,2017-07-01,exact,,,,,|TCA Regional News; Chicago |,2016-10-11,BRIEF: Aramark wins Temple food service contract,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.9,True,No venue_id matched. Sodexo Inc. had been on the North Philadelphia campus for 28 years per a Temple News article. Lost to Aramark effective July 1 (likely 2017).,"{""incumbent_tenure_years"": 28}"
ev_c04c572b01cf2d49,Aramark,Aramark,,,Lafayette General Health,Lafayette General Health,self_op,2016-12-12,exact,,,,,"|The Daily Advertiser; Lafayette, La. |",2016-10-11,Hospital ending valet parking to cut expenses,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,"Article states Lafayette General Health will transition its outsourced Environmental Services Department back in-house on Dec. 12 (2016), ending Aramark's EVS contract. This is environmental services, not food service — flagged for review. No candidate venue matches. The venue is a hospital/health system, not a stadium or arena.","{""service_type"": ""Environmental Services (EVS)"", ""note"": ""Not a food-service contract; Aramark EVS employees offered opportunity to apply with LGH""}"
ev_7a147e35d112c444,Chartwells,Compass,Chartwells,,Florida Gulf Coast University,The Perch,won,2016-05-01,month,,,,,|University Wire; Carlsbad |,2016-10-06,'The Perch' fails eight consecutive inspections,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,"Article says ownership changed from Aramark to Chartwells 'in May' (2016). Venue is the Cohen Center food court at FGCU, not matched to any candidate venue. venue_id set to null.",
ev_046e976888731612,Aramark,Aramark,,,Florida Gulf Coast University,The Perch,lost,2016-05-01,month,,,,,|University Wire; Carlsbad |,2016-10-06,'The Perch' fails eight consecutive inspections,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.85,True,"Article identifies Aramark as the previous dining services provider, replaced by Chartwells in May 2016. Venue is the Cohen Center at FGCU; no matching candidate venue.",
ev_12b2a95adf4b2d1f,Aramark,Aramark,,,Florida Gulf Coast University,The Perch,violation,2015-09-23,exact,,,,,|University Wire; Carlsbad |,2016-10-06,'The Perch' fails eight consecutive inspections,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.7,True,"Eight consecutive failed health inspections from Sept 23, 2015 through July 7, 2016. Some occurred under Aramark (prior to May 2016 handover) and some under Chartwells. Earliest failure date used. No matching candidate venue.","{""inspection_failures"": 8, ""inspection_period"": ""2015-09-23 to 2016-07-07"", ""issues"": ""mold in ice dispenser, inoperable drink cooler, dirty walk-in/freezer doors, dirty employee bathrooms, temperature violations, missing variance permit for rice cooking""}"
ev_be5ff4112ef162d4,Chartwells,Compass,Chartwells,,Florida Gulf Coast University,The Perch,violation,2016-05-19,exact,,,,,|University Wire; Carlsbad |,2016-10-06,'The Perch' fails eight consecutive inspections,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.7,True,"Post-Chartwells takeover inspections on May 19, May 24, June 2, June 3, June 9, and July 7 included unsatisfactory results. Earliest post-takeover failure date used. No matching candidate venue.","{""issues"": ""temperature violations, repeat violations, cleanliness issues, unapproved variance""}"
ev_b65daccf305ed6ec,SodexoMagic,Sodexo,SodexoMagic,wd-Q603034,Drexel University,Drexel University,expired,2016-12-10,exact,,,21,,|University Wire; Carlsbad |,2016-10-06,Drexel boots Sodexo,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.95,False,"Contract terminated by Drexel effective Dec. 10, 2016, ending a 21-year partnership. No successor named at time of article; Aramark mentioned only as a rumor. Using 'expired' because no successor is announced as decided.","{""union"": ""Teamsters Union Local No. 115"", ""approximate_employees"": 250, ""termination_date_announced"": ""2016-09-20""}"
ev_9312d1e68a008296,Aramark,Aramark,,,Barnard,Barnard Store,lost,2016-05-01,month,,,,,|University Wire; Carlsbad |,2016-10-06,"Without store manager, Barnard Store operations, staff training hindered Without store manager, Barnard Store operations, staff training hindered: [1]",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.75,True,"No venue_id match. This is about management of the Barnard Store (college merchandise store in the Diana Center), not a traditional concessions/catering venue. Aramark's management of the store ended May 2016 when the store manager left and Barnard took over. Aramark remains the college's food service provider; only the store management portion transitioned. Reviewers should assess whether this qualifies as a concessions contract event.",
ev_115d769ac117964a,Barnard,Barnard,,,Barnard,Barnard Store,self_op,2016-05-01,month,,,,,|University Wire; Carlsbad |,2016-10-06,"Without store manager, Barnard Store operations, staff training hindered Without store manager, Barnard Store operations, staff training hindered: [1]",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.75,True,"No venue_id match. Barnard took over management of the store from Aramark in May 2016. This is a college merchandise store, not a traditional stadium/arena concessions venue — reviewers should confirm relevance to the contract tracking scope.",
ev_b411eb07a4a307b2,Aramark,Aramark,,,Barnard,Barnard Store,lost,2016-05-01,month,,,,,|University Wire; Carlsbad |,2016-10-06,"Without store manager, Barnard Store operations, staff training hindered Without store manager, Barnard Store operations, staff training hindered",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.75,True,"Aramark lost management of the Barnard Store specifically (not the full food service contract). The college took over store management in May 2016 when the previous manager left. Aramark remains the college's food service provider. No venue_id match. This is a retail store, not a stadium/arena/convention center — may be out of scope.","{""note"": ""Aramark retained the broader food service contract at Barnard/Diana Center; only store management was taken in-house.""}"
ev_9daa46dd3ed4d323,Barnard,Barnard,,,Barnard,Barnard Store,self_op,2016-05-01,month,,,,,|University Wire; Carlsbad |,2016-10-06,"Without store manager, Barnard Store operations, staff training hindered Without store manager, Barnard Store operations, staff training hindered",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.75,True,"Barnard took store management in-house in May 2016. This is a college merchandise store, not a stadium/arena/convention center — likely out of scope. No venue_id match.",
ev_0662e1683034e326,Aramark,Aramark,,,University of Kentucky,UK,won,2014-01-01,year,,,,,|University Wire; Carlsbad |,2016-10-05,"UK, Aramark no longer consider Coca-Cola and Home City Ice to be local food",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.75,True,"Article states 'UK partnered with Aramark in 2014 for on-campus dining.' No candidate venue matched. Venue is University of Kentucky campus dining, not a specific stadium/arena. Also mentions Aramark backed The Food Connection with a $5 million investment, but that is a separate program investment, not a contract value.","{""food_connection_investment_usd"": 5000000, ""local_sourcing_increase_2015_16"": ""20 percent""}"
ev_824bd8c89d30a04b,Aramark,Aramark,,wd-Q1142992,Tennessee Titans,Nissan Stadium,initiative,2016-10-02,approx,,,,,"|The Tennessean; Nashville, Tenn. |",2016-10-02,Josephine chef pops up at Titans' game,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.65,True,Launch Test Kitchen pop-up concept at Nissan Stadium featuring local chef Andrew Little of Josephine. This is a program/menu initiative by Aramark. Date is approximate - inferred from article publication date as the pop-up had already occurred. Borderline between initiative and a one-off event; flagged for review.,"{""program_name"": ""Launch Test Kitchen"", ""chef"": ""Andrew Little"", ""restaurant"": ""Josephine""}"
ev_8521b7769abe3a18,Minnesota,Minnesota,,,Minnesota,Ramsey County correctional facility,self_op,,approx,,,,,|The Guardian (Online); London (UK) |,2016-09-30,Prison food politics: the economics of an industry feeding 2.2 million,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.55,True,"Article says 'Minnesota has brought its food service provision back in-house after years of outsourcing to the private sector.' This applies to the Minnesota corrections system broadly, not necessarily Ramsey County specifically (Ramsey is a county jail, not a state prison). No date given for when in-house transition occurred. No venue_id match. This is a correctional facility, not a stadium/arena/convention center — may be out of scope.","{""context"": ""Minnesota corrections system-wide decision to bring food service in-house"", ""food_cost_per_day_usd"": 3.0, ""prisoner_population"": 10000}"
ev_daf4cae66c260d20,Gourmet Dining Services,Gourmet Dining Services,,,Rutgers University – Newark,Rutgers University – Newark,won,2016-07-29,exact,,,3,,|University Wire; Carlsbad |,2016-09-27,"CHOW, ARAMARK!",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.9,True,"No candidate venue matches the campus dining facilities at Rutgers-Newark. The article mentions '1 Washington Park' as a bistro location but this is a campus building, not a stadium/arena. Contract is 3 years with option for five 1-year extensions. Operator not on known crosswalk list.","{""extension_options"": ""five one-year terms"", ""consultant"": ""Brailsford & Dunleavy, Inc."", ""incumbent"": ""Aramark""}"
ev_eca51a03b2dca04e,Aramark,Aramark,,,Rutgers University – Newark,Rutgers University – Newark,lost,2016-07-29,exact,,,,,|University Wire; Carlsbad |,2016-09-27,"CHOW, ARAMARK!",articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.9,True,"Aramark identified as 'the previous dining services of R-N', replaced by Gourmet Dining Services effective July 29, 2016. No candidate venue matches this campus.",
ev_93466f08afeb4b74,Aramark,Aramark,,,University of Toledo,University of Toledo,renewed,2016-09-23,exact,,,6,,"|US Fed News Service, Including US State News; Washington, D.C. |",2016-09-25,STEAK 'N SHAKE COMING TO UNIVERSITY OF TOLEDO CAMPUS DINING,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.9,True,"No matching venue in candidate list. Article says UT extends its contract with Aramark for six years, with four years remaining on the existing contract. The venue is campus dining at the University of Toledo, not the Credit Union of Texas Event Center. The 'credit union' text match in candidates refers to a credit union mentioned in passing (UT Federal Credit Union) and is not the venue.","{""existing_contract_remaining_years"": 4, ""upgrades_mentioned"": ""upgrading main dining facility in Ottawa House West residence hall, adding fresh food concepts, renovations to South Dining Hall in Student Union"", ""new_concepts"": [""Steak 'n Shake"", ""Freshens"", ""unnamed second national restaurant chain""]}"
ev_f2781fa189f4adde,Aramark,Aramark,,,University of New Orleans,University of New Orleans,renewed,,approx,,,,,|University Wire; Carlsbad |,2016-09-21,Aramark maintains long-term relationship with UNO,articles/raw/usb1/Aramark/ProQuestDocuments-2026-07-29 (1).rtf,0.7,True,"Article states Aramark's original 10-year contract has been renewed twice, resulting in a 20-year partnership, and they have been with UNO for 17 years as of 2016 (implying start ~1999). The second renewal came after Hurricane Katrina (2005). No venue_id match. Two renewals are mentioned but dates and terms of each are unclear; recording the most recent (post-Katrina) renewal. The other companies were 'reluctant to bid' at the second renewal.","{""original_contract_length_years"": 10, ""total_partnership_years"": 20, ""renewals_count"": 2, ""note_on_second_renewal"": ""Post-Katrina, other companies reluctant to bid""}"
